gene1	gene2
alph	emp
mbo	emp
osa	emp
meso18E	Sry-delta
Rpd3	sina
dpld	sina
dom	sina
Dscam	sina
l(3)mbt	sina
tld	sina
sav	sina
B4	Sobp
tub	Sobp
Snap	ash1
grp	ash1
fd59A	ash1
osa	Pde8
alien	Borr
qua	Borr
bib	140up
Msp-300	ash1
Hr46	pot
Appl	wls
par-6	wls
Prm	wls
sle	wls
Iswi	Ddx1
Glycogenin	Ddx1
Dscam	Ddx1
tra2	Ddx1
Moe	inv
chic	shot
Eip63F-1	bon
pbl	bon
cactin	Pde8
cos	Pde8
ash1	Pde8
Su(H)	Pde8
Snap	Pde8
tum	Pde8
rdo	Pde8
da	Borr
Rbp9	yrt
brat	yrt
bt	yrt
W	yrt
chrw	bap
dec-1	bap
sqd	bap
d4	tud
bhr	tud
lwr	tud
CG9104	tud
pcm	ct
tsh	ct
Fas3	CG2681
oaf	Pk92B
Alk	Pk92B
Tak1	Pak
betaTub56D	Pak
up	Lim1
CG8247	Lim1
ird5	Lim1
pbl	Lim1
cactin	Su(H)
cos	Su(H)
pot	Su(H)
tum	Su(H)
alph	Su(H)
mbo	Su(H)
wee	Su(H)
osa	Su(H)
Dp	Su(H)
ppan	CG12301
fs(1)K10	CG12301
amx	CG12301
drm	CG12301
CG1244	CG12301
hyx	CG12301
Arc-p34	CG12301
eg	CG12301
Optix	lilli
dj	lilli
Sh	lilli
Hmgs	lilli
Hem	toe
Bap60	hkb
Traf6	Mtl
BicD	Mtl
qua	spin
rux	spin
Optix	spin
fal	spin
ash2	mmy
scyl	mmy
sgl	dally
fw	dally
cort	CG2678
l(2)efl	neur
Pcaf	neur
CtBP	neur
kuk	neur
dsd	sll
cnk	Hmgs
Hem	Hmgs
toe	Hmgs
Snap	Hmgs
chico	caps
Cp1	caps
twf	caps
ast	caps
fs(1)M3	caps
Atx2	caps
neur	caps
l(2)efl	Su(var)2-10
xl6	Su(var)2-10
dom	Su(var)2-10
tld	Su(var)2-10
Vhl	spir
hpo	spir
tok	spn-A
Borr	spn-A
CG16719	spn-A
Dl	spn-A
hdc	Ptpmeg
kuz	Ptpmeg
Fmr1	qua
dj	qua
tup	tsh
tutl	tsh
ena	tsh
sqd	Dat
d4	Dat
Myo61F	Dat
Ark	Lac
ssh	Dat
Myo31DF	Dat
bhr	Dat
lwr	Dat
Idgf5	Su(z)12
trio	Su(z)12
Cyt-c-d	emp
ppan	knrl
Optix	knrl
ap	CG2681
pdm2	CG2681
prd	CG2681
Rab7	CG2681
hkb	hkl
beta4GalNAcTA	hkl
Abd-B	sina
Glycogenin	sina
tin	emp
lola	CG2678
dei	CG2678
N	CG2681
cp309	CG2681
opa	Antp
CG33205	Antp
ena	Myo61F
Dat	Myo61F
Psn	Myo61F
Appl	Idgf2
v	Idgf2
numb	Idgf2
tra2	Idgf2
beta4GalNAcTA	trio
bun	trio
tkv	pros
shn	pros
Ptpmeg	Su(z)12
CG9520	emp
tup	crc
morgue	crc
Rab7	Rab5
CG10641	Rab5
mbt	Rab5
