gene1	gene2
amx	flfl
drm	flfl
CG1244	flfl
Taf4	flfl
dl	flfl
numb	flfl
Rca1	flfl
hyx	flfl
pcm	flfl
Arc-p34	flfl
Dif	flfl
RhoL	Pvr
raw	Pvr
Set2	Pvr
Wnt5	Pvr
Jra	tll
boss	Tm1
inaC	Tm1
Spred	Tm1
chp	Tm1
hep	Tm1
ftz-f1	Tm1
Pka-C3	Tm1
gbb	Tm1
Jafrac2	Tm1
ninaE	Tm1
foxo	srp
Pop2	Btk29A
CdsA	fred
qua	fred
Alk	fred
Patj	fred
ecd	fred
Traf6	Mmp1
rad50	rg
sktl	rg
Sobp	sar1
tub	sar1
lilli	dj
emp	tum
pbl	tum
cactin	tum
cos	tum
cnk	tum
pot	tum
Su(H)	tum
alph	tum
mbo	tum
wee	tum
osa	tum
eff	tum
sno	p53
fs(1)K10	dl
drm	dl
CG1244	dl
Rca1	dl
hyx	dl
ben	Dl
da	Dl
hpo	Dl
spn-A	Dl
Borr	Dl
Mer	Dl
glu	Dl
CycE	Dl
esc	Dl
alien	Dl
Syx1A	Dl
CycA	Dl
Not1	CG4945
tub	eve
CG17221	eve
sar1	eve
Borr	Stat92E
betaTub56D	Stat92E
ine	Stat92E
CG3987	Stat92E
up	Stat92E
esc	Stat92E
alien	Stat92E
CycA	Stat92E
Mlc1	Stat92E
E(z)	Stat92E
Caf1	Stat92E
dmt	Stat92E
Mhc	Stat92E
thr	Stat92E
asf1	Stat92E
Hem	ken
CycB	dpld
sina	dpld
Pcaf	dpld
kuk	dpld
l(3)mbt	dpld
tld	dpld
Atg5	CG1942
wal	CG1942
Pak	Tak1
spn-A	E(z)
Borr	E(z)
CG16719	E(z)
Mer	E(z)
glu	E(z)
CycE	E(z)
esc	E(z)
alien	E(z)
Dl	E(z)
Stat92E	E(z)
CycA	E(z)
Eip63F-1	E(z)
Caf1	E(z)
dmt	E(z)
thr	E(z)
asf1	E(z)
ALiX	Pink1
G-oalpha47A	caup
RhoL	pav
Set2	pav
Wnt5	pav
rdo	Caf1
da	Caf1
hpo	Caf1
tok	Caf1
spn-A	Caf1
Borr	Caf1
CG16719	Caf1
bcd	NetB
fs(1)K10	Arc-p34
amx	Arc-p34
drm	Arc-p34
CG1244	Arc-p34
Taf4	Arc-p34
dl	Arc-p34
numb	Arc-p34
Rca1	Arc-p34
hyx	Arc-p34
Dif	Arc-p34
LanB2	fru
pros	CG12896
stumps	CG12896
yrt	bt
rdo	dmt
da	dmt
hpo	dmt
tok	dmt
spn-A	dmt
Borr	dmt
bon	dmt
cin	dmt
Mer	dmt
glu	dmt
CycE	dmt
esc	dmt
alien	dmt
Dl	dmt
Stat92E	dmt
CycA	dmt
Eip63F-1	dmt
E(z)	dmt
Caf1	dmt
thr	dmt
asf1	dmt
Syx1A	CG14995
Mmp2	tou
Es2	tou
cp309	tou
Eip71CD	tou
Uba1	tou
mth	tou
mbl	Pen
mri	Pen
CG34417	Pen
gkt	Pen
kkv	Pen
LCBP1	Pen
neur	tld
MYPT-75D	tld
Su(var)2-10	tld
CycB	tld
sina	tld
Pcaf	tld
CtBP	tld
kuk	tld
dom	tld
l(3)mbt	tld
Sema-2a	Tl
Mmp1	Tl
jing	Tl
kuz	Tl
CG9769	Tl
klar	tkv
oaf	tkv
dnc	tkv
Lac	CG4500
knrl	CG4500
qkr58E-3	CG8216
cact	CG8216
hkb	snf
Bap60	snf
E2f2	snf
pn	CG9104
dah	CG9104
Idgf5	Su(z)12
sno	Eip74EF
cin	RhoGAPp190
Chi	tamo
fw	tamo
ix	CG6416
hkb	CG6416
Dp	flfl
CG12301	flfl
sqd	tll
hkl	tll
d4	tll
bhr	tll
lwr	tll
Tm1	Tm1
Yp1	Tm1
CG17739	Tm1
Fmr1	fred
wus	fred
dock	Src64B
l(2)efl	dpld
E(z)	Caf1
dmt	Caf1
thr	Caf1
asf1	Caf1
dup	grp
pn	cort
dah	cort
ash2	cort
pcm	Arc-p34
mbl	LCBP1
eg	Moe
140up	Moe
how	msi
Alh	Pop2
E2f	Pop2
Traf6	Pop2
ey	bcd
CSN4	bcd
Dcp-1	bcd
drk	bcd
SelG	bcd
CG13850	Atpalpha
eIF-4E	Atpalpha
ecd	Atpalpha
nej	pdm2
Es2	pdm2
tow	uzip
brm	N
CG3829	N
form3	N
ix	her
hkb	her
cin	thr
Mer	thr
Eip63F-1	thr
E(z)	thr
Caf1	thr
dmt	thr
asf1	thr
tra	stg
Sry-delta	stg
Sema-1b	Hs6st
fax	Hs6st
rdo	asf1
da	asf1
hpo	asf1
tok	asf1
spn-A	asf1
Borr	asf1
CG16719	asf1
cin	asf1
Mer	asf1
Stat92E	asf1
CycA	asf1
Eip63F-1	asf1
E(z)	asf1
Caf1	asf1
dmt	asf1
thr	asf1
d	Mitf
bib	Mitf
bl	Mitf
RhoGAP68F	Mitf
spir	Pvf1
Cyt-c-d	emp
ics	Mmp2
hyd	ttk
trc	ttk
zfh2	W
LIMK1	W
crol	bowl
prd	bowl
MED24	cathD
pav	Pvr
tll	Jra
dsd	sll
Hem	Hmgs
toe	Hmgs
Snap	Hmgs
chico	caps
Cp1	caps
twf	caps
ast	caps
fs(1)M3	caps
Atx2	caps
neur	Su(var)2-10
xl6	Su(var)2-10
dpld	Su(var)2-10
dom	Su(var)2-10
tld	Su(var)2-10
neur	CycB
dom	CycB
l(3)mbt	CycB
tld	CycB
Vhl	spir
wls	ena
ssh	ena
bhr	ena
par-6	ena
lwr	ena
Myo61F	ena
cin	da
Sxl	gl
tra2	sgg
cher	sgg
Sry-delta	sgg
meso18E	sgg
Rbp9	sgg
trio	sgg
prod	sgg
betaTub56D	ird5
Lim1	ird5
hkl	bl
CG14995	dec-1
CG18369	dos
Apc	Dif
NAT1	Hs6st
ecd	mbt
Cyp1	Sin3A
PebIII	vap
Pkn	Src42A
mri	dos
CG34417	dos
gkt	dos
flfl	Dif
Dp	Dif
CG1244	Dif
Rca1	Dif
lmd	Dif
hyx	Dif
Arc-p34	Dif
baz	Dif
Idgf2	Dif
sno	mbt
wrapper	mbt
Ptpmeg	PebIII
hdc	PebIII
dlg1	Pvf1
knrl	Pvf1
Apc	Mitf
rdx	Dhc64C
eff	Dhc64C
glec	Dhc64C
CG4945	Not1
Glycogenin	bib
dpp	mib1
Nrt	mib1
jar	mib1
trn	mib1
ben	dlg1
CG9769	gl
uzip	wupA
Pk61C	Vps28
Apc2	dsf
Hem	dsf
Optix	dsf
RhoGAPp190	Khc
Dys	Khc
ecd	CG10641
CG6416	Alk
fred	Alk
hkl	ix
hkb	ix
CG9509	ix
nmo	ix
Bap60	ix
snf	ix
t	rib
eg	sas
CG9520	sas
Vhl	sas
foxo	sas
bnl	Scgdelta
Dif	Ank2
stumps	LanB2
klar	LanB2
