gene1	gene2
d4	tud
bhr	tud
lwr	tud
CG9104	tud
Taf4	ct
pcm	ct
tsh	ct
CycA	bon
Eip74EF	bon
ttk	wal
chic	wal
CG1942	wal
shn	wal
Idgf4	wal
CG33205	wal
ena	wls
E(bx)	Su(z)12
tum	emp
alph	emp
mbo	emp
osa	emp
d4	dome
Myo31DF	dome
bhr	dome
lwr	dome
cnc	ofs
Crk	ofs
fd59A	ofs
140up	MED4
sw	MED4
bnb	siz
sav	siz
B4	Sobp
Snap	ash1
grp	ash1
fd59A	ash1
qua	inv
bib	140up
Pgant35A	betaTub56D
Abl	nej
th	nej
caup	G-oalpha47A
bcd	G-oalpha47A
eg	G-oalpha47A
Cip4	rhea
sina	rhea
oaf	Pk92B
Alk	Pk92B
Tak1	Pak
cos	Pak
pot	Su(H)
tum	Su(H)
alph	Su(H)
mbo	Su(H)
wee	Su(H)
osa	Su(H)
Dp	Su(H)
fs(1)K10	CG12301
amx	CG12301
drm	CG12301
CG1244	CG12301
hyx	CG12301
Arc-p34	CG12301
Optix	CG12301
dj	lilli
Sh	lilli
Hmgs	lilli
Hem	toe
Bap60	hkb
Traf6	Mtl
BicD	Mtl
Optix	spin
fal	spin
ash2	mmy
scyl	mmy
sgl	dally
fw	dally
Idgf5	Su(z)12
trio	Su(z)12
cactin	emp
Cyt-c-d	emp
cos	emp
Su(H)	emp
Dap160	d
Ark	d
vap	Sema-2a
Tl	Sema-2a
snf	Sema-2a
Fas3	CG2681
ap	CG2681
pdm2	CG2681
prd	CG2681
Rab7	CG2681
hkb	hkl
Abd-B	sina
Glycogenin	sina
tin	emp
lola	CG2678
tkv	pros
Ptpmeg	Su(z)12
CG9520	emp
tup	crc
Rab7	Rab5
CG10641	Rab5
mbt	Rab5
Rab5	Rab5
th	Rab5
Syx1A	kay
trio	kay
Idgf2	sll
toe	Hmgs
ken	spir
rdo	spir
tok	spn-A
Su(z)12	spn-A
fred	Su(z)12
tow	Mmp2
Dif	sll
Gtp-bp	kay
Atg6	Mmp2
sec13	bowl
lilli	bowl
140up	ben
stumps	ben
tok	rdo
Su(var)2-10	rdo
CycB	rdo
spn-A	rdo
Borr	rdo
pot	rdo
Glycogenin	Su(z)12
vap	Su(z)12
wupA	Mmp2
Rho1	Rab7
zfh2	Rab7
th	Rab7
Eip63F-1	scrib
Eip63E	cbx
abd-A	cbx
cbx	Eip63E
Rho1	Eip63E
raw	zfh2
RhoGAPp190	zfh2
emp	dj
siz	Mmp2
Jra	Mmp2
emc	Apc2
dsf	Apc2
noc	Apc2
bib	Apc2
chif	PhKgamma
Mtl	PhKgamma
Tak1	PhKgamma
shn	PhKgamma
CG13850	PhKgamma
Aph-4	eya
Btk29A	eya
cas	Mmp2
CG32486	Mmp2
sno	dsx
gro	dsx
Ephrin	Apc2
tub	Apc2
CG4945	Apc2
dsx	Apc2
dei	cnk
Pop2	cnk
t	CG8149
Mmp1	CG8149
Rab5	Su(z)12
by	Mmp2
disco	Mmp2
CG9769	Mmp2
yellow-f	Sema-2a
p53	Sema-2a
Optix	Eip74EF
Idgf4	Eip74EF
zfh2	Arc42
flw	Arc42
fred	toy
cnc	toy
dj	toy
shot	Galpha73B
wus	Galpha73B
CG1942	Galpha73B
tin	CG6416
Idgf2	CG6416
Dat	flfl
CG14995	spir
tup	tsh
wg	tsh
zfh2	tsh
p53	tsh
mbl	Borr
Ddx1	Su(z)12
Tab2	Su(z)12
Mlc1	Su(z)12
Mhc	Su(z)12
Msp-300	Su(z)12
Mmp2	emp
mmy	emp
peb	emp
pot	CG2678
Dad	CG2678
stil	Mmp2
Antp	Mmp2
MED24	W
CG17739	W
Hph	tra
eIF-4E	tra
sno	eg
dei	eg
msi	toy
Mbs	cher
Ggamma1	cher
CG8216	cher
thr	Dat
CG6416	Dat
bon	Lac
pnr	Rab7
dlg1	tra2
p53	Arc42
ash2	Galpha73B
kuz	Galpha73B
flfl	Galpha73B
twf	nej
CG17221	dlg1
Jra	dlg1
fred	MED24
Crk	MED24
dco	MED24
Chc	MED24
RhoGAP68F	MED24
Pgant35A	MED24
S6kII	Vhl
wls	Su(z)12
tra	e
Axn	e
Alh	e
vlc	eg
jumu	eg
dsf	Not1
PhKgamma	bib
Sh	bib
Scgdelta	mib1
dpp	mib1
Ald	mib1
l(2)efl	Abi
pnr	Abi
Idgf5	Abi
Appl	tsh
ssh	Not1
jumu	Not1
CG4945	Not1
Mlc1	Not1
dco	Lar
Idgf4	Lar
Pde8	Lar
Glycogenin	Syb
Ice	dome
Krn	dome
bs	dome
CG17470	ofs
hyd	Syb
shn	Syb
eIF-4a	Syb
sprt	W
frc	bowl
RhoGAP68F	bowl
scra	fd59A
glec	fd59A
poe	fd59A
Dredd	dome
wal	cbx
Jafrac2	cbx
ninaE	cbx
Dok	dsx
dei	dsx
CG9104	dsx
Pop2	dsx
sec23	spn-A
Ald	Sb
Gtp-bp	Sb
CG3075	Sb
